kost_name_rough,kota,type_kos,area,facility_score,harga_nomina
Kost Benhil 7 Tipe A Tanah Abang Jakarta Pusat GF,jakarta,putra,tanah abang,2,1620000
[FLEXI] Kost Singgahsini Tessa Tipe B Condongcatur Yogyakarta,jogja,putri,depok,6,1850000
[FLEXI] Kost Singgahsini Tessa Tipe A Condongcatur Yogyakarta,jogja,putri,depok,6,1470000
[FLEXI] Kost Singgahsini Rien House Tipe A Condongcatur Yogyakarta,jogja,campur,depok,6,1770000
[FLEXI] Kost Singgahsini Rumah Eyang Tipe B Gejayan Yogyakarta,jogja,putri,depok,4,2180000
[FLEXI] Kost Singgahsini Rumah Eyang Tipe E Gejayan Yogyakarta,jogja,campur,depok,4,1720000
[FLEXI] Kost Singgahsini Putri Danish Gejayan Yogyakarta,jogja,putri,depok,4,970000
[FLEXI] Kost Singgahsini Rien House Tipe B Condongcatur Yogyakarta,jogja,campur,depok,6,1720000
[FLEXI] Kost Singgahsini Rien House Tipe C Condongcatur Yogyakarta,jogja,campur,depok,6,1920000
[FLEXI] Kost Singgahsini Sananta Condongcatur Yogyakarta,jogja,campur,depok,4,1420000
[FLEXI] Kost Singgahsini Gambuh Carani Condongcatur Yogyakarta,jogja,campur,depok,6,1520000
[FLEXI] Kost Singgahsini Griya Kana 2 Tipe B Maguwoharjo Yogyakarta,jogja,putri,ngemplak,4,1270000
[FLEXI] Kost Singgahsini Griya Kana 2 Tipe A Maguwoharjo Yogyakarta,jogja,putri,ngemplak,4,820000
[FLEXI] Kost Singgahsini Ratune Tipe A Seturan Yogyakarta,jogja,putri,depok,6,1320000
[FLEXI] Kost Singgahsini Jasmin Tipe B Seturan Yogyakarta,jogja,putri,depok,6,1420000
[FLEXI] Kost Singgahsini Ratune Tipe B Seturan Yogyakarta,jogja,putri,depok,6,1320000
[FLEXI] Kost Singgahsini Griya Christina Maguwoharjo Yogyakarta,jogja,putri,depok,6,1440000
[FLEXI] Kost Singgahsini Jasmin Tipe A Seturan Yogyakarta,jogja,putri,depok,6,1490000
[FLEXI] Kost Singgahsini Kemala Residence Kledokan Yogyakarta,jogja,putri,depok,6,1750000
[FLEXI] Kost Singgahsini Rahayu Tipe A1 Condongcatur Yogyakarta,jogja,putri,depok,4,920000
[FLEXI] Kost Singgahsini Rahayu Tipe A3 Condongcatur Yogyakarta,jogja,putri,depok,4,1220000
Kost Larisma Tipe B Ngemplak Sleman,jogja,putra,ngemplak,6,600000
Kost Ndalem Tentrem Tipe A Yogyakarta,jogja,putra,depok,6,1100000
Kost H.Prime Tipe A Depok Sleman,jogja,putri,depok,6,1500000
HomeStay Dejaboe Seturan Depok Sleman,jogja,campur,depok,6,4000000
Kost Dejaboe Depok Sleman,jogja,putri,depok,6,1500000
Kost E-Kost Colombo Depok Sleman Yogyakarta,jogja,putri,depok,4,1400000
Kost E-Kost Candi Gebang Yogyakarta,jogja,campur,ngemplak,6,2000000
Kost Exclusive Putri Rumah Puan Kr Gayam Depok Sleman,jogja,putri,depok,6,1550000
Kost Cc Tikala Depok Sleman,jogja,putra,depok,2,550000
Kost Solaris Depok Sleman,jogja,putri,depok,6,2200000
Kost Kolobendono Depok Sleman,jogja,putra,depok,2,550000
Kost Muslimah Seturan Yogyakarta,jogja,putri,depok,6,900000
Kost Jl. Seturan Raya Depok Sleman,jogja,putra,depok,2,670000
Kost Mama Dal Depok Sleman,jogja,putra,depok,2,450000
Kost Muslim Exclusive EL Medina Tipe C Depok Sleman,jogja,putra,depok,6,1300000
Kost Wisma Kembar Depok Sleman,jogja,putra,depok,4,750000
Kost Mp Boutique Depok Sleman Yogyakarta,jogja,putri,depok,6,2000000
Kost MP Boutique Depok Sleman,jogja,putri,depok,6,1500000
[FLEXI] Kost Singgahsini Ghea 2 Baciro Yogyakarta,jogja,putri,umbulharjo,2,1690000
[FLEXI] Kost Singgahsini Lovina Tipe A Umbulharjo Yogyakarta,jogja,putra,umbulharjo,6,1720000
[FLEXI] Kost Singgahsini Lovina Tipe B Umbulharjo Yogyakarta,jogja,putra,umbulharjo,6,1670000
[FLEXI] Kost Singgahsini Rafa Tipe B Umbulharjo Yogyakarta,jogja,putra,umbulharjo,6,1470000
Kost Emir Umbulharjo Yogyakarta,jogja,putri,umbulharjo,4,1800000
Kost Kasikost Syariah Standard Single Umbulharjo Yogyakarta,jogja,putri,umbulharjo,4,1800000
Kost Putri Islam Wisma Nugraha Tipe C Gondomanan Yogyakarta,jogja,putri,gondomanan,2,750000
Kost Saqueena Lempuyangan Yogyakarta,jogja,putri,gondokusuman,4,1600000
Kost Huda Tipe A  Umbulharjo Yogyakarta,jogja,putra,umbulharjo,4,600000
Kost Kanjeng Mami Muslimah Umbulharjo Yogyakarta,jogja,putri,umbulharjo,6,650000
Kost Griya Menukan Kamar Mandi Luar Mergangsan Yogyakarta,jogja,campur,mergangsan,6,650000
Kost Griya Lowanu Kamar Mandi Luar Mergangsan Yogyakarta,jogja,campur,umbulharjo,6,650000
Kost Omah Manis Taman Siswa Mergangsan Yogyakarta,jogja,putra,mergangsan,6,4000000
Kost Muslimah Lowanu Umbulharjo Yogyakarta,jogja,putri,umbulharjo,0,550000
Kost Muslim Sinergy Tipe J Umbulharjo Yogyakarta,jogja,putra,umbulharjo,4,900000
Kost Muslim Sinergy Tipe K Umbulharjo Yogyakarta,jogja,putra,umbulharjo,6,1200000
Kost Muslim Sinergy Tipe H Umbulharjo Yogyakarta,jogja,putri,umbulharjo,6,960000
Kost Syafa Tipe A Umbulharjo Yogyakarta,jogja,putri,umbulharjo,6,1650000
[FLEXI] Kost Singgahsini Pandega Duta Tipe A Jakal Yogyakarta,jogja,putra,depok,6,1820000
[FLEXI] Kost Singgahsini Griya Pastika D2 Tipe A Pogung Kidul Yogyakarta,jogja,putri,mlati,6,1420000
[FLEXI] Kost Singgahsini Griya Amira Tipe A Klebengan Yogyakarta,jogja,putri,depok,6,1570000
[FLEXI] Kost Singgahsini Kataji Tipe A Sinduadi Yogyakarta,jogja,putri,mlati,4,1690000
[FLEXI] Kost Singgahsini Griya Moerti Residence Pandega Padma Yogyakarta,jogja,putri,depok,6,2000000
[FLEXI] Kost Singgahsini Twin's House Pogung Lor Yogyakarta,jogja,putri,mlati,2,720000
[FLEXI] Kost Singgahsini Griya Amira Tipe B Klebengan Yogyakarta,jogja,putri,depok,6,1670000
[FLEXI] Kost Singgahsini Griya Moerti Balcony Pandega Padma Yogyakarta,jogja,putri,depok,6,1870000
[FLEXI] Kost Singgahsini Kataji Tipe B Sinduadi Yogyakarta,jogja,putri,mlati,4,1890000
[FLEXI] Kost Singgahsini Griya Moerti Tipe B Pandega Padma Yogyakarta,jogja,putri,depok,6,2120000
Kost E-Kost Nandan Tipe A Monjali Sleman GF,jogja,campur,ngaglik,4,1500000
Kost Nurdiono House Jakal Dekat UGM Tipe A  Condongcatur Depok Sleman Yogyakarta GF,jogja,putra,depok,4,1850000
Kost Nurdiono House Jakal Dekat UGM Tipe B Condongcatur Depok Sleman Yogyakarta GF,jogja,putra,depok,4,1950000
Kost Nurdiono House Jakal Dekat UGM Tipe C Condongcatur Depok Sleman Yogyakarta GF,jogja,putra,depok,4,2000000
Kost Griya Milenia 5B Deluxe Room Single Caturtunggal Depok Sleman Yogyakarta,jogja,putri,depok,6,2350000
Kost Griya Milenia Pogung 5A Caturtunggal Depok Sleman Yogyakarta,jogja,putri,depok,6,1950000
Kost Griya Milenia Pogung Lor Room non AC Mlati Sleman Yogyakarta,jogja,putri,mlati,6,950000
Kost Rooftop Griya Rindika Tipe B Mlati Sleman Yogyakarta,jogja,putri,mlati,4,1800000
Kost Griya Rindika Tipe A Mlati Sleman Yogyakarta,jogja,putri,mlati,4,1600000
Kost Rooftop Griya Rindika Mezzanine Tipe C Mlati Sleman Yogyakarta,jogja,putri,mlati,4,2400000
[FLEXI] Kost Singgahsini Algohome Tipe Reguler Kledokan Yogyakarta,jogja,putri,depok,4,1220000
[FLEXI] Kost Singgahsini Bae Residence Tipe A Jakal Yogyakarta,jogja,putra,depok,6,1600000
[FLEXI] Kost Singgahsini Dinda Tipe B Seturan Yogyakarta,jogja,putri,depok,6,1320000
[FLEXI] Kost Singgahsini Fans Room Kayuringin Jaya Bekasi Selatan,jogja,putri,bekasi selatan,6,1780000
[FLEXI] Kost Singgahsini Puri Husvita Tipe A Kayuringin Jaya Bekasi Selatan,jogja,putri,bekasi selatan,6,1846000
[FLEXI] Kost Griya Raphaby Tipe A Kayuringin Jaya Bekasi Selatan,jogja,putra,bekasi selatan,4,1020000
[FLEXI] Kost Griya Raphaby Tipe B Kayuringin Jaya Bekasi Selatan,jogja,putra,bekasi selatan,6,1220000
Kost Harapan Baru Regency Bekasi Selatan,jogja,putri,bekasi selatan,6,1600000
Kost De Miracle Tipe D Bekasi Selatan,jogja,putri,bekasi selatan,6,1600000
Kost De Miracle Inthecost Tipe B Bekasi Selatan,jogja,putri,bekasi selatan,6,1400000
Kost Chintia Janson Grogol Petamburan Jakarta Barat,jogja,putri,grogol petamburan,6,1650000
Kost Griya Vindo Depok Sleman,jogja,putri,depok,4,2000000
Kost Gaelio Tipe Standard BSD Anggrek Loka Tangerang Selatan,jogja,putri,serpong,4,1900000
Kost Flamboyan Kelapa Gading Jakarta Utara,jogja,campur,kelapa gading,6,2250000
Kost Cherry Guesthouse Trisakti Grogol Petamburan Jakarta Barat,jogja,putri,grogol petamburan,6,1800000
Kost Sumber Rejeki 28 Menteng Jakarta Pusat,jogja,campur,menteng,6,2000000
[FLEXI] Kost Singgahsini Fatmawati Residence Tipe A Cilandak Jakarta Selatan,jogja,campur,cilandak,6,2720000
[FLEXI] Kost Singgahsini Fatmawati Residence Tipe F Cilandak Jakarta Selatan,jogja,campur,cilandak,6,2270000
[FLEXI] Kost Singgahsini Gelong Residence 25 Tipe A Grogol Petamburan Jakarta Barat,jogja,campur,grogol petamburan,6,2268000
[FLEXI] Kost Singgahsini MnV Co-Living Tipe B Bendungan Hilir Jakarta Pusat,jogja,campur,tanah abang,6,2650000
[FLEXI] Kost Singgahsini Gelong Residence 27 Tipe A Grogol Petamburan Jakarta Barat,jogja,campur,grogol petamburan,6,2520000
[FLEXI] Kost Singgahsini Cozee Home Tipe A Cilandak Jakarta Selatan,jogja,putri,cilandak,6,2500000
[FLEXI] Kost Singgahsini Cozee Home Tipe B Cilandak Jakarta Selatan,jogja,putri,cilandak,6,2250000
[FLEXI] Kost Singgahsini Putri Maoni Tipe A Gejayan Yogyakarta,jogja,putri,depok,6,1520000
[FLEXI] Kost Singgahsini Humairah Jatinangor Sumedang,jogja,putri,jatinangor,4,1000000
[FLEXI] Kost Singgahsini Griyashanta M334-335 Tipe A Lowokwaru Malang,jogja,putri,lowokwaru,4,1320000
Kost Griya Alsis Tipe B Yogyakarta,jogja,campur,depok,6,2700000
Kost Eksklusif Keysha Sleman Yogyakarta,jogja,putri,depok,6,1300000
Kost Pak Seno Tipe A Depok Sleman,jogja,putri,depok,2,800000
Kost Pak Seno Tipe B Depok Sleman,jogja,putri,depok,2,1000000
Kost Savitri Tipe B Depok Sleman,jogja,putri,depok,6,1250000
Kost Pringgodani Stay Sleman Yogyakarta,jogja,putri,depok,6,1750000
Kost Bima Depok Sleman,jogja,putra,depok,4,900000
Kost Dwi Mulya Tipe B Depok Sleman,jogja,putri,depok,4,500000
Kost Garuni Kledokan Depok Sleman,jogja,putra,depok,2,450000
Kost Ijo 6 Depok Sleman,jogja,putra,depok,2,750000
Kost Rizqika Depok Sleman,jogja,putri,depok,2,750000
Kost Bakso Ndu Tipe A Depok Sleman,jogja,putra,depok,2,450000
Kost Almaira Depok Sleman,jogja,putri,depok,4,750000
Kost Almira House Tipe B Depok Sleman,jogja,putri,depok,6,1750000
Kost Almira House Tipe D Depok Sleman,jogja,putri,depok,6,2000000
Kost Ibu Dhani Yogyakarta,jogja,putra,depok,2,900000
Kost Santan Gang Depok Sleman,jogja,putra,depok,4,400000
Kost Muslim Pak Heru Depok Sleman,jogja,putra,depok,2,550000
Kost Putri Omah Bumidjo Tipe A Jetis Yogyakarta,jogja,putri,jetis,2,750000
Kost Fadil Tipe B Jetis Yogyakarta,jogja,putra,jetis,4,1000000
Kost Fadil Tipe A Jetis Yogyakarta,jogja,putra,jetis,2,700000
Kost Danurejan Yogyakarta,jogja,campur,danurejan,6,4500000
Kost Beskalan Gondomanan Yogyakarta,jogja,campur,gondomanan,6,4500000
Kost Jl Reksobayan Gondomanan Yogyakarta,jogja,campur,gondomanan,4,600000
Kost Fariz 2 Notoyudan Gedong Tengen Yogyakarta,jogja,putra,gedong tengen,2,400000
Kost Rumah Sahabat Jetis Yogyakarta,jogja,putri,jetis,6,1750000
Kost Malioboro Kemuning  Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,4,600000
Kost Malioboro Cendana Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,4,600000
Kost Ashera Jetis Yogyakarta,jogja,putri,jetis,4,650000
Kost Rene Gowongan Jetis Yogyakarta,jogja,campur,jetis,4,1900000
Kost Radyoharto Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,6,2500000
Kost Orchard Guesthouse Gedong Tengen Yogyakarta,jogja,putra,gedong tengen,6,1500000
Kost White House Depok Sleman,jogja,putra,danurejan,2,450000
Paviliun Pak Oki Tipe C Gedongtengen Yogyakarta,jogja,campur,gedong tengen,4,4000000
Paviliun Pak Oki Tipe B Gedongtengen Yogyakarta,jogja,campur,gedong tengen,4,3500000
Paviliun Pak Oki Tipe A Gedongtengen Yogyakarta,jogja,campur,gedong tengen,4,3200000
Kost Pak Oki Tipe B Gedongtengen Yogyakarta,jogja,campur,gedong tengen,2,1300000
Kost Pak Oki Tipe A Gedongtengen Yogyakarta,jogja,campur,gedong tengen,2,1200000
Wisma Bu Yanti Tipe A Danurejan Yogyakarta,jogja,campur,danurejan,2,750000
Wisma Bu Yanti Tipe B Danurejan Yogyakarta,jogja,campur,danurejan,4,1750000
Wisma Bu Yanti Tipe C Danurejan Yogyakarta,jogja,campur,danurejan,4,2350000
Kost Rakhmatullah Tipe D Gondokusuman Yogyakarta,jogja,campur,gondokusuman,4,1100000
Kost Rakhmatullah Tipe E Gondokusuman Yogyakarta,jogja,campur,gondokusuman,4,1700000
Kost Rakhmatullah Tipe F Gondokusuman Yogyakarta,jogja,campur,gondokusuman,4,1700000
Kost Rakhmatullah Tipe A  Gondokusuman Yogyakarta,jogja,campur,gondokusuman,2,750000
Kost Rumah Mahyra Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,6,2000000
Kost Homestay Syariah Griya Mubarok Gondomanan Yogyakarta,jogja,putri,gondomanan,4,750000
Kost Bintang Kemuning Tipe B Danurejan Yogyakarta,jogja,putri,danurejan,0,800000
Kost Putri Gowongan Kidul Jt 3 411 Jetis Yogyakarta,jogja,putri,jetis,0,650000
Kost Putri Amanah II Type 1 Danurejan Yogyakarta,jogja,putri,danurejan,6,1800000
Kost Putri Amanah Danurejan Yogyakarta,jogja,putri,danurejan,6,1600000
Kost Putri Amanah II Type 2 Danurejan Yogyakarta,jogja,putri,danurejan,6,2000000
Kost Putri Amanah II Type 4 Danurejan Yogyakarta,jogja,putri,danurejan,6,2300000
Kost Rumah Muslimah Dzakiya Danurejan Yogyakarta,jogja,putri,danurejan,4,1200000
Kost Muslimah Nuli Jetis Yogyakarta,jogja,putri,jetis,4,700000
Kost Velriyo Tipe A Danurejan Yogyakarta,jogja,putra,danurejan,2,300000
Kost Velriyo Tipe C Danurejan Yogyakarta,jogja,putra,danurejan,2,400000
Kost Velriyo Tipe D Danurejan Yogyakartw,jogja,putra,danurejan,2,600000
Kost Muslimah Griya Izzana Jetis Yogyakarta,jogja,putri,jetis,2,500000
Kost Rumah Bumijo Yogyakarta,jogja,putra,jetis,2,700000
Kost Griya Kelana Pakualaman Yogyakarta,jogja,putri,pakualaman,4,650000
Kost Melow Danurejan Yogyakarta,jogja,campur,danurejan,4,600000
Kost Malioboro Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,4,1500000
Kost Laras Hati Malioboro Danurejan Yogyakarta,jogja,campur,danurejan,0,4500000
Kost Solimah Ngampilan Yogyakarta,jogja,putri,ngampilan,4,400000
Kost Nabilla Naifa Jetis Yogyakarta,jogja,putri,jetis,0,450000
Kost Omah Sumur Gondomanan Yogyakarta,jogja,campur,danurejan,2,3000000
Kost Azka Putri Muslimah Jetis Yogyakarta,jogja,putri,jetis,2,450000
Kost Bu Widi JetisYogyakarta,jogja,putri,jetis,4,700000
Kost Putri JH Gondokusuman Yogyakarta,jogja,putri,gondokusuman,2,750000
Kost Bahagia Tipe C Danurejan Yogyakarta,jogja,putri,danurejan,2,475000
Kost Ibu Ermis Danurejan Yogyakarta,jogja,putri,danurejan,0,750000
Kost Pak Amri Gondomanan Yogyakarta,jogja,putra,gondomanan,4,500000
Kost Ibu Suhartini Jetis Yogyakarta,jogja,campur,jetis,0,500000
Kost Campur Stasiun Tugu Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,6,3000000
Kost Omah Qu Danurajen Yogyakarta,jogja,campur,danurejan,6,3250000
Kost Mas Krisna Gondokusuman Yogyakarta,jogja,putra,gondokusuman,4,450000
Kost Executive Residence Tugu Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,6,2250000
Kost Lempuyangan Tipe B Danurejan Kota Yogyakarta,jogja,putra,danurejan,2,500000
Kost  Putri Azka Jetis Yogyakarta,jogja,putri,jetis,0,600000
Kost Manis Tipe C Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,2,1000000
Kost Paviliun Pak Oki  Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,2,3500000
Kost Ibu Prayit Ngampilan Yogyakarta,jogja,putri,ngampilan,2,500000
Kost Ibu Anik Tipe D Ngampilan Yogyakarta,jogja,putra,ngampilan,2,550000
Kost Ibu Anik Tipe B Ngampilan Yogyakarta,jogja,putra,ngampilan,2,450000
Kost Ibu Anik Tipe C Ngampilan Yogyakarta,jogja,putra,ngampilan,2,525000
Kost Ibu Anik Tipe A Ngampilan Yogyakarta,jogja,putra,ngampilan,2,350000
Kost Putri Pak Aris Gowongan Yogyakarta,jogja,putri,jetis,0,450000
Kost Griya Tulip Malioboro Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,2,1600000
Kost Annida Kotabaru Yogyakarta,jogja,putra,gondokusuman,6,2000000
Kost Jl. KH. Ahmad Dahlan 25 Gondomanan Yogyakarta,jogja,campur,gondomanan,6,3300000
Kost Jl Mataram 8 Danurejan Yogyakarta,jogja,campur,danurejan,6,3300000
Kost Jl Mataram Pakualaman Yogyakarta,jogja,campur,pakualaman,6,3300000
Kost Jl Pringgokusuman  Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,6,3300000
Kost Putri Omah Bumidjo Tipe D Jetis Yogyakarta,jogja,putri,jetis,4,600000
Kost Putri Omah Bumidjo Tipe C Jetis Yogyakarta,jogja,putri,jetis,4,600000
Kost Putri Omah Bumidjo Tipe B Jetis Yogyakarta,jogja,putri,jetis,4,700000
Kost Pondokan Dian  Ngampilan Yogyakarta,jogja,campur,gondomanan,6,2500000
Kost Boby Jetis Yogyakarta,jogja,putra,jetis,2,400000
Kost Ashera Tipe B Jetis Yogyakarta,jogja,putri,jetis,4,650000
Kost Rene Jetis Yogyakarta,jogja,campur,jetis,6,2900000
Kost Gowongan Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,6,1800000
Kost Pak Oki Tipe C Gedongtengen Yogyakarta,jogja,campur,gedong tengen,4,2100000
Kost Jl. Bausasran Danurejan Yogyakarta,jogja,putri,danurejan,4,800000
Kost Putri Amanah II Type 3 Danurejan Yogyakarta,jogja,putri,danurejan,6,2100000
Kost Griya Putri Ayu Danurejan Yogyakarta,jogja,putri,danurejan,0,400000
Kost Bayangkara Ngampilan Yogyakarta,jogja,putra,ngampilan,6,1800000
Kost Velriyo Tipe B Danurejan Yogyakarta,jogja,putra,danurejan,2,350000
Kost Pak Priambodo Tipe A Jetis Yogyakarta,jogja,putri,jetis,2,600000
Kost Bahagia Tipe A Danurejan Yogyakarta,jogja,putri,danurejan,2,350000
Kost Bahagia Tipe B Danurejan Yogyakarta,jogja,putri,danurejan,2,450000
Kost Bahagia Tipe D Danurejan Yogyakarta,jogja,putri,danurejan,2,500000
Kost Hn Jl.Bausasran No.64 Danurejan Yogyakarta,jogja,putra,danurejan,0,800000
Kost Home Stay Stasiun Tugu Jogja 2 Gedong Tengen Yogyakarta,jogja,campur,gedong tengen,6,5000000
Kost Dagen Malioboro Yogyakarta,jogja,campur,gedong tengen,6,4050000
Kost Puri Seturan 46 Tipe A Caturtunggal Depok Sleman Yogyakarta,jogja,putra,depok,6,1000000
Kost Puri Seturan 46 Tipe B Caturtunggal Depok Sleman Yogyakarta,jogja,putra,depok,6,1500000
Kost Putri Zia Tipe B Condongcatur Depok Sleman Yogyakarta,jogja,putri,depok,4,1450000
Kost Puri Gading Sari Seturan Depok Sleman,jogja,putri,depok,0,1300000
Kost Zalika  Tipe C Depok Sleman,jogja,putri,depok,6,1000000
Kost Costin Tipe A Depok Sleman,jogja,putra,depok,4,750000
Kost Costin Tipe A Depok Sleman,jogja,putri,depok,4,1350000
Kost Costin Tipe C Depok Sleman,jogja,putri,depok,6,1700000
Kost Corika Depok Sleman,jogja,putra,depok,2,750000
Kost Jendral Depok Sleman,jogja,putra,depok,4,900000
Kost Casa De Amory Tipe C Seturan Condongcatur Depok Sleman Yogyakarta,jogja,putri,depok,6,1500000
Kost iKos Nologaten Tipe A Condongcatur Depok Sleman Yogyakarta,jogja,putra,depok,6,1300000
Kost Casa De Amory Tipe E Seturan Condongcatur Depok Sleman Yogyakarta,jogja,putri,depok,6,1400000
Kost Casa De Amory Tipe D Seturan Condongcatur Depok Sleman Yogyakarta,jogja,putri,depok,6,1500000
Kost Casa De Amory Tipe A Seturan Condongcatur Depok Sleman Yogyakarta,jogja,putri,depok,6,1300000
Kost Syanara Tipe A Depok Sleman,jogja,campur,depok,6,1200000
Kost Syanara Tipe C Depok Sleman,jogja,campur,depok,6,1500000
Kost Syanara Tipe D Depok Sleman,jogja,campur,depok,6,1750000
Kost Paviliun Brantas Seturan Yogyakarta,jogja,putri,depok,4,2500000
Kost Harmony Condongcatur Depok Sleman,jogja,putri,depok,6,1500000
Kost Kayla Homestay Depok Sleman Yogyakarta,jogja,putri,depok,2,1000000
Kost Pugeran Utama 35 Tipe A Maguwoharjo Depok Sleman Yogyakarta,jogja,putra,depok,0,400000
Kost Pugeran Utama 35 Tipe B Maguwoharjo Depok Sleman Yogyakarta,jogja,putra,depok,0,700000
Kost Griya Al-Kautsar Tipe B Condongcatur Depok Sleman Yogyakarta,jogja,putra,depok,4,1750000
Kost Griya Al-Kautsar Tipe C Condongcatur Depok Sleman Yogyakarta,jogja,putra,depok,4,1650000
Kost Griya Al-Kautsar Tipe A Condong Catur Depok Sleman Yogyakarta,jogja,putra,depok,4,1900000
Kost Handayani Caturtunggal Depok Sleman Yogyakarta,jogja,putri,depok,4,700000
Kost Rajawali Bu Endang Tipe A Condongcatur Depok Sleman Yogyakarta,jogja,putri,depok,0,400000
Kost Rajawali Bu Endang Tipe B Condongcatur Depok Sleman Yogyakarta,jogja,putri,depok,0,450000
Kost Mecmata House 2 Tipe A Depok Sleman,jogja,campur,depok,6,1500000
Kost Mecmata House 2 Tipe B Depok Sleman,jogja,campur,depok,6,1600000
Kost Pop Art Yudhistira Caturtunggal Depok Sleman,jogja,campur,depok,6,1800000
Kost Tamara Caturtunggal Depok Sleman,jogja,putri,depok,6,850000
Kost Griya Anggitan Tipe A Depok Sleman,jogja,putri,depok,6,2250000
Kost Griya Anggitan Tipe B Depok Sleman,jogja,putri,depok,6,2500000
Kost Griya Anggitan Tipe C Depok Sleman,jogja,putri,depok,6,2750000
Kost Grand Monica Tipe A Depok Sleman,jogja,campur,depok,6,1800000
Kost Grand Monica Tipe B Depok Sleman,jogja,campur,depok,6,2000000
Kost Grand Monica Tipe C Depok Sleman,jogja,campur,depok,6,2300000
Vivo Seturan Apartment - B9 U8 Yogyakarta,jogja,campur,depok,4,2800000
Kost The Imajo Depok Sleman,jogja,putri,depok,6,1299999
Kost Putra Seturan Yogyakarta,jogja,putra,depok,4,650000
Kost Putra Salsabiela 2 Seturan Yogyakarta,jogja,putra,depok,4,800000
Kost Putra Seturan Sleman Yogyakarta,jogja,putra,depok,4,650000
Kost Putra Salsabiela Type Deluxe Seturan Sleman Yogyakarta,jogja,putra,depok,4,750000
Kost Putra Salsabiela 2 Type Superior Seturan Sleman Yogyakarta,jogja,putra,depok,4,825000
Kost Putra Salsabiela 2 Type Standar Seturan Sleman Yogyakarta,jogja,putra,depok,4,650000
Kost Putra Salsabiela Type C Depok lLeman,jogja,putra,depok,4,775000
Kost Putra Salsabiela Type B Depok Sleman,jogja,putra,depok,4,875000
Kost Putra Salsabiela 1 Type A Seturan Depok Sleman Yogyakarta,jogja,putra,depok,2,600000
Kost Perum Yadara Puluhdadi Depok Sleman,jogja,putra,depok,0,550000
Kost Muslimah Griya Laras Depok Sleman,jogja,putri,depok,4,850000
[FLEXI] Kost Singgahsini Kanaka Allana Tipe B Sinduharjo Yogyakarta,jogja,putra,ngaglik,6,1270000
[FLEXI] Kost Singgahsini Kanaka Allana Tipe A Sinduharjo Yogyakarta,jogja,putra,ngaglik,4,1020000
[FLEXI] Kost Ravasya Tipe A Condongcatur Depok Sleman Yogyakarta GF,jogja,putri,depok,6,1925000
Kost Jasmin Lempongsari Tipe A Ngaglik Sleman,jogja,putri,ngaglik,6,1500000
Kost iKos Kaliurang UII Tipe Standard Ngaglik Sleman Yogyakarta,jogja,campur,ngaglik,6,1300000
Kost Elle Ngaglik Sleman,jogja,putri,ngaglik,4,1600000
Kost D'rez Tipe B Ngaglik Sleman Yogyakarta,jogja,putri,ngaglik,4,600000
Kost D'rez Tipe A  Ngaglik Sleman Yogyakarta,jogja,putri,ngaglik,4,750000
Kost Omah Ganesa Tipe A Ngemplak Sleman Yogyakarta,jogja,campur,ngemplak,6,2500000
Kost Omah Ganesa Tipe B Ngemplak Sleman,jogja,campur,ngemplak,6,2000000
Kost Grand Sosro Tipe C Ngaglik Sleman,jogja,campur,ngaglik,6,1800000
Kost The Damai Tipe A Ngaglik Sleman Yogyakarta,jogja,campur,ngaglik,4,3000000
Kost Hijau Bu Zum Tipe A Depok Sleman,jogja,putra,depok,6,950000
Kost Griya Suryantin Ngaglik Sleman Yogyakarta,jogja,putri,ngaglik,6,1500000
Kost Grha Difan Mlati Sleman Yogyakarta,jogja,putra,mlati,6,1800000
Kost Ravasya Tipe B Condongcatur Depok Sleman Yogyakarta,jogja,putri,depok,6,2300000
Kost Ravasya Tipe C Condongcatur Depok Sleman Yogyakarta,jogja,campur,depok,6,2500000
Kost Concat Tipe A Ngemplak Sleman,jogja,putri,ngemplak,4,375000
Kost Concat Tipe B Ngemplak Sleman Yogyakarta,jogja,putri,ngemplak,4,500000
Kost Jasmin Lempongsari Tipe C Ngaglik Sleman,jogja,putri,ngaglik,6,1700000
Kost Jasmin Lempongsari Tipe D Ngaglik Sleman,jogja,putri,ngaglik,6,2000000
Kost Jasmin Lempongsari Tipe B Ngaglik Sleman,jogja,putri,ngaglik,6,1600000
Kost Alma House Ngaglik Sleman,jogja,putri,ngaglik,6,1000000
Kost Ethes Exclusive Ngemplak Sleman,jogja,putri,ngemplak,4,1400000
Kost Homestay KK Deluxe Double Ngaglik Sleman,jogja,putri,depok,4,1600000
Kost Homestay KK Deluxe Single Ngaglik Sleman,jogja,putri,depok,4,1400000
Kost 2 Sodara Depok Sleman,jogja,putra,depok,6,1400000
