texts,kota,type_kos,area,fasilitas,harga_nomina
"Booking Langsung
 
	Putri
    
				Kost Puspa Permana Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam • WiFi
			     
					Rp 1.000.000 / bulan
				   
					Update 2 Hari Lalu",malang,Putri,Lowokwaru,"['K. Mandi Dalam', 'WiFi']",1000000
"Booking Langsung
 
	Putri
    
				Kost Putri Mawar Ngampilan Yogyakarta
			  Ngampilan 
				Akses 24 Jam
			     
					Rp 550.000 / bulan
				   
					Lama Tidak Update",jogja,Putri,Ngampilan,['Akses 24 Jam'],550000
"Booking Langsung
 
	Putri
    
				Kost Putri Omah Bumidjo Tipe A Jetis Yogyakarta
			  Jetis 
				WiFi
			     
					Rp 750.000 / bulan
				  5.0  
					Update 4 Hari Lalu",jogja,Putri,Jetis,['WiFi'],750000
"Booking Langsung
 
	Putri
    
				Kost Putri Omah Bumidjo Tipe B Jetis Yogyakarta
			  Jetis 
				WiFi • Akses 24 Jam
			     
					Rp 700.000 / bulan
				   
					Update 2 Hari Lalu",jogja,Putri,Jetis,"['WiFi', 'Akses 24 Jam']",700000
"Booking Langsung
 
	Putri
    
				Kost Ratu Boarding House Tipe A Klojen Malang
			  Klojen 
				K. Mandi Dalam • WiFi • Akses 24 Jam
			     
					Rp 2.500.000 / bulan
				   
					Update 3 Hari Lalu",malang,Putri,Klojen,"['K. Mandi Dalam', 'WiFi', 'Akses 24 Jam']",2500000
"Booking Langsung
 
	Putri
    
				Kost Rudy 60 Tipe A Blimbing Malang
			  Blimbing 
				WiFi
			     
					Rp 600.000 / bulan
				   
					Update 2 Hari Lalu",malang,Putri,Blimbing,['WiFi'],600000
"Booking Langsung
 
	Putri
    
				Kost Rudy 60 Tipe B Blimbing Malang
			  Blimbing 
				WiFi
			     
					Rp 800.000 / bulan
				   
					Update 2 Hari Lalu",malang,Putri,Blimbing,['WiFi'],800000
"Booking Langsung
 
	Putri
    
				Kost Salsabila Tipe A Klojen Malang
			  Klojen 
				WiFi • Akses 24 Jam
			     
					Rp 500.000 / bulan
				   
					Update Hari Ini",malang,Putri,Klojen,"['WiFi', 'Akses 24 Jam']",500000
"Booking Langsung
 
	Putri
    
				Kost Salsabila Tipe B Klojen Malang
			  Klojen 
				
			     
					Rp 700.000 / bulan
				   
					Update Hari Ini",malang,Putri,Klojen,[''],700000
"Booking Langsung
 
	Putri
    
				Kost Samirono 161 B Tipe B Sleman
			  Depok 
				WiFi
			     
					Rp 500.000 / bulan
				   
					Lama Tidak Update",jogja,Putri,Depok,['WiFi'],500000
"Booking Langsung
 
	Putri
    
				Kost Samirono 161 B Tipe D Sleman
			  Depok 
				WiFi
			     
					Rp 475.000 / bulan
				   
					Lama Tidak Update",jogja,Putri,Depok,['WiFi'],475000
"Booking Langsung
 
	Putri
    
				Kost Samirono Tipe C Depok Sleman
			  Depok 
				WiFi
			     
					Rp 435.000 / bulan
				   
					Lama Tidak Update",jogja,Putri,Depok,['WiFi'],435000
"Booking Langsung
 
	Putri
    
				Kost Sanan Blimbing Malang
			  Blimbing 
				WiFi • Akses 24 Jam
			     
					Rp 700.000 / bulan
				   
					Update Kemarin",malang,Putri,Blimbing,"['WiFi', 'Akses 24 Jam']",700000
"Booking Langsung
 
	Putri
    
				Kost Saqueena Lempuyangan Yogyakarta
			  Gondokusuman 
				K. Mandi Dalam • WiFi
			     
					Rp 1.600.000 / bulan
				   
					Update 1 Minggu Lalu",jogja,Putri,Gondokusuman,"['K. Mandi Dalam', 'WiFi']",1600000
"Booking Langsung
 
	Putri
    
				Kost Sonnya Klojen Malang
			  Klojen 
				WiFi
			     
					Rp 700.000 / bulan
				  4.6  
					Update Hari Ini",malang,Putri,Klojen,['WiFi'],700000
"Booking Langsung
 
	Putri
    
				Kost Sumbersari Tipe A Lowokwaru Malang
			  Lowokwaru 
				WiFi
			     
					Rp 541.500 / bulan
				   
					Update 3 Hari Lalu",malang,Putri,Lowokwaru,['WiFi'],541500
"Booking Langsung
 
	Putri
    
				Kost Surya Celeban Tahunan Umbulharjo Yogyakarta
			  Umbulharjo 
				Akses 24 Jam
			     
					Rp 400.000 / bulan
				   
					Update 3 Minggu Lalu",jogja,Putri,Umbulharjo,['Akses 24 Jam'],400000
"Booking Langsung
 
	Putri
    
				Kost Taman Duta Roromendut Mergangsan Yogyakarta
			  Mergangsan 
				
			     
					Rp 400.000 / bulan
				   
					Update 2 Minggu Lalu",jogja,Putri,Mergangsan,[''],400000
"Booking Langsung
 
	Putri
    
				Kost Terusan Cikampek Tipe A Klojen Malang
			  Klojen 
				WiFi
			     
					Rp 666.666 / bulan
				   
					Update 2 Hari Lalu",malang,Putri,Klojen,['WiFi'],666666
"Booking Langsung
 
	Putri
    
				Kost Terusan Cikampek Tipe B Klojen Malang
			  Klojen 
				K. Mandi Dalam • WiFi
			     
					Rp 666.000 / bulan
				   
					Update 2 Hari Lalu",malang,Putri,Klojen,"['K. Mandi Dalam', 'WiFi']",666000
"Kos Andalan
 
	Campur
    
				Kost Ayunas Executive Sedati Sidoarjo
			  Sedati 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.250.000
						 
							/ bulan",surabaya,Campur,Sedati,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1250000
"Kos Andalan
 
	Campur
    
				Kost Berran Berkah Syariah Tipe A Batu
			   
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 800.000
						 
							/ bulan",malang,Campur,Batu,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",800000
"Kos Andalan
 
	Campur
    
				Kost Berran Berkah Syariah Tipe B Batu
			   
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 900.000
						 
							/ bulan",malang,Campur,Batu,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",900000
"Kos Andalan
 
	Campur
    
				Kost Bu Purwati  Lantai 1 Gubeng Surabaya
			  Gubeng 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 650.000
						 
							/ bulan",surabaya,Campur,Gubeng,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",650000
"Kos Andalan
 
	Campur
    
				Kost Bu Purwati Tipe B Lantai 2 Unair Gubeng Surabaya
			  Gubeng 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 400.000
						 
							/ bulan",surabaya,Campur,Gubeng,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",400000
"Kos Andalan
 
	Campur
    
				Kost Djadjang Tipe A Wonokromo Surabaya
			  Wonokromo 
				K. Mandi Dalam · WiFi
			     
							Rp 1.350.000
						 
							/ bulan",surabaya,Campur,Wonokromo,"['K. Mandi Dalam','WiFi']",1350000
"Kos Andalan
 
	Campur
    
				Kost Djadjang Tipe B Wonokromo Surabaya
			  Wonokromo 
				WiFi
			     
							Rp 850.000
						 
							/ bulan",surabaya,Campur,Wonokromo,['WiFi'],850000
"Kos Andalan
 
	Campur
    
				Kost Eksklusif Kosayu Residence Rungkut Surabaya
			  Rungkut 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.500.000
						 
							/ bulan",surabaya,Campur,Rungkut,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",2500000
"Kos Andalan
 
	Campur
    
				Kost Ekslusif  Syariah Omahe Qoema Tipe D Condongcatur Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.350.000
						 
							/ bulan",jogja,Campur,Depok,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1350000
"Kos Andalan
 
	Campur
    
				Kost Family Guest House 2 Gubeng Surabaya
			  Gubeng 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.500.000
						 
							/ bulan",surabaya,Campur,Gubeng,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",2500000
"Kos Andalan
 
	Campur
    
				Kost Izzy Exclusif Tipe A Condongcatur Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.500.000
						 
							/ bulan",jogja,Campur,Depok,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1500000
"Kos Andalan
 
	Campur
    
				Kost Jero Sading Tipe A Klojen Malang
			  Klojen 
				K. Mandi Dalam · WiFi
			     
							Rp 1.600.000
						 
							/ bulan",malang,Campur,Klojen,"['K. Mandi Dalam','WiFi']",1600000
"Kos Andalan
 
	Campur
    
				Kost Jero Sading Tipe C Klojen Malang
			  Klojen 
				K. Mandi Dalam · WiFi
			     
							Rp 3.000.000
						 
							/ bulan",malang,Campur,Klojen,"['K. Mandi Dalam','WiFi']",3000000
"Kos Andalan
 
	Campur
    
				Kost Juanda Syariah Sedati Sidoarjo
			  Sedati 
				K. Mandi Dalam
			     
							Rp 800.000
						 
							/ bulan
						  5.0",surabaya,Campur,Sedati,['K. Mandi Dalam'],800000
"Kos Andalan
 
	Campur
    
				Kost Ketintang Tipe A Gayungan Surabaya
			  Gayungan 
				K. Mandi Dalam · WiFi
			     
							Rp 1.450.000
						 
							/ bulan
						  2.5",surabaya,Campur,Gayungan,"['K. Mandi Dalam','WiFi']",1450000
"Kos Andalan
 
	Campur
    
				Kost Ketintang Tipe B Gayungan Surabaya
			  Gayungan 
				K. Mandi Dalam · WiFi
			     
							Rp 1.225.000
						 
							/ bulan",surabaya,Campur,Gayungan,"['K. Mandi Dalam','WiFi']",1225000
"Kos Andalan
 
	Campur
    
				Kost Kirei Executive Juanda Sedati Sidoarjo
			  Sedati 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.000.000
						 
							/ bulan
						  3.1",surabaya,Campur,Sedati,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1000000
"Kos Andalan
 
	Campur
    
				Kost Kota Batu Tipe A Sisir Batu Malang
			  Batu 
				WiFi
			     
							Rp 650.000
						 
							/ bulan",malang,Campur,Batu,['WiFi'],650000
"Kos Andalan
 
	Campur
    
				Kost Kota Batu Tipe B Sisir Batu Malang
			  Batu 
				K. Mandi Dalam
			     
							Rp 850.000
						 
							/ bulan",malang,Campur,Batu,['K. Mandi Dalam'],850000
"Kos Andalan
 
	Campur
    
				Kost Lovender CoLiving Tipe A Klojen Malang
			  Klojen 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 3.450.000
						 
							/ bulan",malang,Campur,Klojen,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",3450000
"Kos Andalan
 
	Campur
    
				Kost Lovender CoLiving Tipe B Klojen Malang
			  Klojen 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 3.250.000
						 
							/ bulan
						  1.3",malang,Campur,Klojen,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",3250000
"Kos Andalan
 
	Campur
    
				Kost Masrilink's Tipe A Mlati Sleman 
			  Mlati 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.500.000
						 
							/ bulan",jogja,Campur,Mlati,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1500000
"Kos Andalan
 
	Campur
    
				Kost Masrilink's Tipe B Mlati Sleman 
			  Mlati 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.300.000
						 
							/ bulan",jogja,Campur,Mlati,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",2300000
"Kos Andalan
 
	Campur
    
				Kost Nginep Yuk Blimbing Malang GF
			  Blimbing 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.500.000
						 
							/ bulan",malang,Campur,Blimbing,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1500000
"Kos Andalan
 
	Campur
    
				Kost Syfanya Tipe A Gayungan Surabaya
			  Gayungan 
				WiFi · Akses 24 Jam
			     
							Rp 1.400.000
						 
							/ bulan
						  5.0",surabaya,Campur,Gayungan,"['WiFi','Akses 24 Jam']",1400000
"Kos Andalan
 
	Campur
    
				Kost Syfanya Tipe B Gayungan Surabaya
			  Gayungan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.600.000
						 
							/ bulan
						  5.0",surabaya,Campur,Gayungan,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1600000
"Kos Andalan
 
	Campur
    
				Kost Syfanya Tipe C Gayungan Surabaya
			  Gayungan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.500.000
						 
							/ bulan
						  5.0",surabaya,Campur,Gayungan,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1500000
"Kos Andalan
 
	Campur
    
				Kost Syfanya Tipe D Gayungan Surabaya
			  Gayungan 
				WiFi · Akses 24 Jam
			     
							Rp 1.600.000
						 
							/ bulan
						  5.0",surabaya,Campur,Gayungan,"['WiFi','Akses 24 Jam']",1600000
"Kos Andalan
 
	Campur
    
				Kost The Damai Tipe A Ngaglik Sleman Yogyakarta
			  Ngaglik 
				K. Mandi Dalam · WiFi
			     
							Rp 3.000.000
						 
							/ bulan
						  4.9",jogja,Campur,Ngaglik,"['K. Mandi Dalam','WiFi']",3000000
"Kos Andalan
 
	Campur
    
				Kost Tresno Tipe A Batu Malang
			  Batu 
				WiFi
			     
							Rp 650.000
						 
							/ bulan",malang,Campur,Batu,['WiFi'],650000
"Kos Andalan
 
	Campur
    
				Kost Tresno Tipe B Batu Malang
			  Batu 
				K. Mandi Dalam · WiFi
			     
							Rp 850.000
						 
							/ bulan",malang,Campur,Batu,"['K. Mandi Dalam','WiFi']",850000
"Kos Andalan
 
	Campur
    
				Kost UB Javas Guest House Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.800.000
						 
							/ bulan",malang,Campur,Lowokwaru,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1800000
"Kos Andalan
 
	Campur
    
				Kost Wan's  Genteng Tipe B Surabaya
			  Genteng 
				
			     
							Rp 800.000
						 
							/ bulan",surabaya,Campur,Genteng,[''],800000
"Kos Andalan
 
	Putra
    
				Kost 63 Pak Ibrahim Gayungan Surabaya
			  Gayungan 
				K. Mandi Dalam
			     
							Rp 730.000
						 
							/ bulan",surabaya,Putra,Gayungan,['K. Mandi Dalam'],730000
"Kos Andalan
 
	Putra
    
				Kost Aan Defa Tipe C Lowokwaru Malang
			  Lowokwaru 
				WiFi · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan",malang,Putra,Lowokwaru,"['WiFi','Akses 24 Jam']",600000
"Kos Andalan
 
	Putra
    
				Kost Bale Modokan Tipe B  Rungkut Surabaya
			  Rungkut 
				WiFi · Akses 24 Jam
			     
							Rp 1.025.000
						 
							/ bulan",surabaya,Putra,Rungkut,"['WiFi','Akses 24 Jam']",1025000
"Kos Andalan
 
	Putra
    
				Kost Cemara Tidar Tipe C Sukun Malang 
			  Sukun 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.700.000
						 
							/ bulan",malang,Putra,Sukun,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1700000
"Kos Andalan
 
	Putra
    
				Kost Citihome Tipe B Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.000.000
						 
							/ bulan",malang,Putra,Lowokwaru,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1000000
"Kos Andalan
 
	Putra
    
				Kost D'Maktab 2 Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.900.000
						 
							/ bulan",malang,Putra,Lowokwaru,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1900000
"Kos Andalan
 
	Putra
    
				Kost Eksekutif Wisma Anggerjati Ngaglik Sleman Yogyakarta
			  Ngaglik 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.500.000
						 
							/ bulan
						  4.8",jogja,Putra,Ngaglik,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1500000
"Kos Andalan
 
	Putra
    
				Kost Ekskusive Tipe A Bareng Klojen Malang
			  Klojen 
				WiFi
			     
							Rp 1.300.000
						 
							/ bulan",malang,Putra,Klojen,['WiFi'],1300000
"Kos Andalan
 
	Putra
    
				Kost Ekskusive Tipe B Bareng Malang
			  Klojen 
				WiFi
			     
							Rp 1.300.000
						 
							/ bulan",malang,Putra,Klojen,['WiFi'],1300000
"Kos Andalan
 
	Putra
    
				Kost Fairuz Tipe A Sukun Malang
			  Sukun 
				WiFi · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan",malang,Putra,Sukun,"['WiFi','Akses 24 Jam']",500000
"Kos Andalan
 
	Putra
    
				Kost Fairuz Tipe B Sukun Malang
			  Sukun 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",malang,Putra,Sukun,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",700000
"Kos Andalan
 
	Putra
    
				Kost Ferkyta Tipe B Wonokromo Surabaya
			  Wonokromo 
				WiFi
			     
							Rp 900.000
						 
							/ bulan
						  3.8",surabaya,Putra,Wonokromo,['WiFi'],900000
"Kos Andalan
 
	Putra
    
				Kost Griya Jagadhita Caturtunggal Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.600.000
						 
							/ bulan",jogja,Putra,Depok,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1600000
"Kos Andalan
 
	Putra
    
				Kost Jalan Ngeksigondo Tipe A Kota Gede Yogyakarta
			  gede 
				WiFi
			     
							Rp 750.000
						 
							/ bulan",jogja,Putra,gede,['WiFi'],750000
"Kos Andalan
 
	Putra
    
				Kost Jalan Ngeksigondo Tipe B Kotagede Yogyakarta
			  gede 
				WiFi
			     
							Rp 600.000
						 
							/ bulan",jogja,Putra,gede,['WiFi'],600000
"Kos Andalan
 
	Putra
    
				Kost Jl Ngagel Tirto III Wonokromo Surabaya
			  Wonokromo 
				WiFi · Akses 24 Jam
			     
							Rp 511.000
						 
							/ bulan",surabaya,Putra,Wonokromo,"['WiFi','Akses 24 Jam']",511000
"Kos Andalan
 
	Putra
    
				Kost Kepayon Family Homestay Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.800.000
						 
							/ bulan
						  4.8",malang,Putra,Lowokwaru,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1800000
"Kos Andalan
 
	Putra
    
				Kost Mama Nona Genteng Surabaya
			  Genteng 
				Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan
						  4.4",surabaya,Putra,Genteng,['Akses 24 Jam'],700000
"Kos Andalan
 
	Putra
    
				Kost MT Haryono 218 Tipe C Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 850.000
						 
							/ bulan",malang,Putra,Lowokwaru,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",850000
"Kos Andalan
 
	Putra
    
				Kost MT Haryono 218 Tipe D Lowokwaru Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.000.000
						 
							/ bulan",malang,Putra,Lowokwaru,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1000000
"Kos Andalan
 
	Putra
    
				Kost Muslim Sinergy Tipe K Umbulharjo Yogyakarta
			  Umbulharjo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.200.000
						 
							/ bulan",jogja,Putra,Umbulharjo,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1200000
"Kos Andalan
 
	Putra
    
				Kost Nusa Indah Dekat UGM Mlati Sleman Yogyakarta
			  Mlati 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.600.000
						 
							/ bulan",jogja,Putra,Mlati,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1600000
"Kos Andalan
 
	Putra
    
				Kost Pak Joy Tipe A Kalijudan Tambaksari Surabaya
			  Tambaksari 
				WiFi
			     
							Rp 700.000
						 
							/ bulan
						  4.8",surabaya,Putra,Tambaksari,['WiFi'],700000
"Kos Andalan
 
	Putra
    
				Kost Pak Joy Tipe B Kalijudan Tambaksari Surabaya
			  Tambaksari 
				WiFi
			     
							Rp 900.000
						 
							/ bulan",surabaya,Putra,Tambaksari,['WiFi'],900000
"Kos Andalan
 
	Putra
    
				Kost Pak Joy Tipe C Kalijudan Tambaksari Surabaya
			  Tambaksari 
				K. Mandi Dalam · WiFi
			     
							Rp 1.400.000
						 
							/ bulan",surabaya,Putra,Tambaksari,"['K. Mandi Dalam','WiFi']",1400000
"Kos Andalan
 
	Putra
    
				Kost Pak Kamto Lantai 2 Unair Gubeng Surabaya
			  Gubeng 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan",surabaya,Putra,Gubeng,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",500000
"Kos Andalan
 
	Putra
    
				Kost Pugeran Utama 35 Tipe A Maguwoharjo Depok Sleman Yogyakarta 
			  Depok 
				
			     
							Rp 400.000
						 
							/ bulan",jogja,Putra,Depok,[''],400000
"Kos Andalan
 
	Putra
    
				Kost Puri Seturan 46 Tipe A Caturtunggal Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.000.000
						 
							/ bulan",jogja,Putra,Depok,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1000000
"Kos Andalan
 
	Putra
    
				Kost Puri Seturan 46 Tipe B Caturtunggal Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.500.000
						 
							/ bulan",jogja,Putra,Depok,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1500000
"Kos Andalan
 
	Putra
    
				Kost Putra Ub Remujung 54F Lowokwaru Malang
			  Lowokwaru 
				
			     
							Rp 500.000
						 
							/ bulan",malang,Putra,Lowokwaru,[''],500000
"Kos Andalan
 
	Putra
    
				Kost Rumah Asri Gubeng Surabaya
			  Gubeng 
				WiFi · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan",surabaya,Putra,Gubeng,"['WiFi','Akses 24 Jam']",600000
"Kos Andalan
 
	Putra
    
				Kost Sidik Ngagel Tirto III Wonokromo Surabaya
			  Wonokromo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 612.000
						 
							/ bulan",surabaya,Putra,Wonokromo,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",612000
"Kos Andalan
 
	Putra
    
				Kost Soropadan Tipe A Depok Sleman 
			  Depok 
				
			     
							Rp 1.000.000
						 
							/ bulan",jogja,Putra,Depok,[''],1000000
"Kos Andalan
 
	Putra
    
				Kost Soropadan Tipe C Gejayan Condongcatur Depok Sleman Yogyakarta
			  Depok 
				
			     
							Rp 400.000
						 
							/ bulan",jogja,Putra,Depok,[''],400000
"Kos Andalan
 
	Putra
    
				Kost Soropadan Tipe D Gejayan Condongcatur Depok Sleman Yogyakarta
			  Depok 
				
			     
							Rp 700.000
						 
							/ bulan",jogja,Putra,Depok,[''],700000
"Kos Andalan
 
	Putri
    
				Kost Adenium Dekat UGM Tipe AC Sendowo Mlati Sleman Yogyakarta
			  Mlati 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.800.000
						 
							/ bulan",jogja,Putri,Mlati,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1800000
"Kos Andalan
 
	Putri
    
				Kost Adenium Dekat UGM Tipe Non AC Sendowo  Mlati Sleman Yogyakarta
			  Mlati 
				WiFi · Akses 24 Jam
			     
							Rp 1.000.000
						 
							/ bulan",jogja,Putri,Mlati,"['WiFi','Akses 24 Jam']",1000000
"Kos Andalan
 
	Putri
    
				Kost Angel Mojoarum Mulyorejo Surabaya
			  Mulyorejo 
				WiFi · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan",surabaya,Putri,Mulyorejo,"['WiFi','Akses 24 Jam']",500000
"Kos Andalan
 
	Putri
    
				Kost Armani B Mulyorejo Surabaya 
			  Mulyorejo 
				WiFi · Akses 24 Jam
			     
							Rp 1.500.000
						 
							/ bulan",surabaya,Putri,Mulyorejo,"['WiFi','Akses 24 Jam']",1500000
"Kos Andalan
 
	Putri
    
				Kost Armani Tipe C Mulyorejo Surabaya
			  Mulyorejo 
				WiFi · Akses 24 Jam
			     
							Rp 900.000
						 
							/ bulan",surabaya,Putri,Mulyorejo,"['WiFi','Akses 24 Jam']",900000
"Kos Andalan
 
	Putri
    
				Kost Asri Fatimah Condongcatur Depok Sleman Yogyakarta
			  Depok 
				
			     
							Rp 500.000
						 
							/ bulan",jogja,Putri,Depok,[''],500000
"Kos Andalan
 
	Putri
    
				Kost Asri Tipe A Gayungan Surabaya
			  Gayungan 
				WiFi
			     
							Rp 700.000
						 
							/ bulan",surabaya,Putri,Gayungan,['WiFi'],700000
"Kos Andalan
 
	Putri
    
				Kost Asri Tipe B Gayungan Surabaya
			  Gayungan 
				WiFi
			     
							Rp 700.000
						 
							/ bulan",surabaya,Putri,Gayungan,['WiFi'],700000
"Kos Andalan
 
	Putri
    
				Kost Asri Tipe C Gayungan Surabaya
			  Gayungan 
				WiFi
			     
							Rp 850.000
						 
							/ bulan",surabaya,Putri,Gayungan,['WiFi'],850000
"Kos Andalan
 
	Putri
    
				Kost Basuki Rahmat Klojen Malang
			  Klojen 
				
			     
							Rp 600.000
						 
							/ bulan",malang,Putri,Klojen,[''],600000
"Kos Andalan
 
	Putri
    
				Kost Bu Etik Tipe B Ngagel Mulyo Wonokromo Surabaya
			  Wonokromo 
				WiFi · Akses 24 Jam
			     
							Rp 650.000
						 
							/ bulan",surabaya,Putri,Wonokromo,"['WiFi','Akses 24 Jam']",650000
"Kos Andalan
 
	Putri
    
				Kost Bu Nunung Tipe A Ketintang Baru Tengah Gayungan
			  Gayungan 
				K. Mandi Dalam · WiFi
			     
							Rp 1.300.000
						 
							/ bulan",surabaya,Putri,Gayungan,"['K. Mandi Dalam','WiFi']",1300000
"Kos Andalan
 
	Putri
    
				Kost Bu Nunung Tipe B Ketintang Baru Tengah Gayungan
			  Gayungan 
				K. Mandi Dalam
			     
							Rp 1.400.000
						 
							/ bulan",surabaya,Putri,Gayungan,['K. Mandi Dalam'],1400000
"Kos Andalan
 
	Putri
    
				Kost Bu Odik Ketintang Baru Gayungan Surabaya 
			  Gayungan 
				K. Mandi Dalam · WiFi
			     
							Rp 1.200.000
						 
							/ bulan",surabaya,Putri,Gayungan,"['K. Mandi Dalam','WiFi']",1200000
"Kos Andalan
 
	Putri
    
				Kost Bu Odik Ketintang Baru Tipe C Gayungan Surabaya
			  Gayungan 
				WiFi
			     
							Rp 1.000.000
						 
							/ bulan",surabaya,Putri,Gayungan,['WiFi'],1000000
"Kos Andalan
 
	Putri
    
				Kost Bu Odik Tipe B Ketintang Baru Gayungan Surabaya
			  Gayungan 
				K. Mandi Dalam · WiFi
			     
							Rp 1.400.000
						 
							/ bulan",surabaya,Putri,Gayungan,"['K. Mandi Dalam','WiFi']",1400000
"Kos Andalan
 
	Putri
    
				Kost Casa De Amory Tipe E Seturan Condongcatur Depok Sleman Yogyakarta
			  Depok 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.100.000
						 
							/ bulan
						  2.1",jogja,Putri,Depok,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1100000
"Kos Andalan
 
	Putri
    
				Kost Clew Bay Residence Tipe A Lowokwaru Malang
			  Lowokwaru 
				WiFi
			     
							Rp 650.000
						 
							/ bulan",malang,Putri,Lowokwaru,['WiFi'],650000
